[2026-05-14 07:42:12] START train_p3_block_projected: python scripts/train_env_v2_gpsi_ppo_n3p.py --config configs/env_v2_gpsi_heada_ppo_n3p_block_projected.yaml --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0 --train-steps 500000 --seed 0 --n-envs 4 --device cpu --heartbeat-seconds 300
[2026-05-14 07:42:18] N3P_TRAIN_CONFIG config=block_projected steps=500000 seed=0 n_envs=4 device=cpu out_dir=checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0 no_shield=true action_filtering=false safety_cost=false
Using cpu device
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/tensorboard/PPO_1
[2026-05-14 07:42:20] N3FZ_TRAIN_START config=block_projected total_steps=500000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.013920585 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.99       |
|    explained_variance   | 0.445       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.55        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00436    |
|    std                  | 0.917       |
|    value_loss           | 10.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 24.7        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 42          |
|    time_elapsed         | 696         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.010944929 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.538       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.04        |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00743    |
|    std                  | 0.917       |
|    value_loss           | 7.73        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 24.6        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 43          |
|    time_elapsed         | 713         |
|    total_timesteps      | 176128      |
| train/                  |             |
|    approx_kl            | 0.007631271 |
|    clip_fraction        | 0.0861      |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.534       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.08        |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00799    |
|    std                  | 0.921       |
|    value_loss           | 9.5         |
-----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 108      |
|    ep_rew_mean          | 21.8     |
|    success_rate         | 0.33     |
| time/                   |          |
|    fps                  | 246      |
|    iterations           | 44       |
|    time_elapsed         | 730      |
|    total_timesteps      | 180224   |
| train/                  |          |
|    approx_kl            | 0.013452 |
|    clip_fraction        | 0.105    |
|    clip_range           | 0.2      |
|    entropy_loss         | -3.99    |
|    explained_variance   | 0.576    |
|    learning_rate        | 0.0003   |
|    loss                 | 2.65     |
|    n_updates            | 430      |
|    policy_gradient_loss | -0.00666 |
|    std                  | 0.921    |
|    value_loss           | 7.52     |
--------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 22.4        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 45          |
|    time_elapsed         | 746         |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.010518505 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.98       |
|    explained_variance   | 0.574       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.98        |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0072     |
|    std                  | 0.915       |
|    value_loss           | 10          |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 109        |
|    ep_rew_mean          | 22.3       |
|    success_rate         | 0.35       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 46         |
|    time_elapsed         | 763        |
|    total_timesteps      | 188416     |
| train/                  |            |
|    approx_kl            | 0.01137761 |
|    clip_fraction        | 0.108      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.97      |
|    explained_variance   | 0.558      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.12       |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.00534   |
|    std                  | 0.912      |
|    value_loss           | 9.01       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 112        |
|    ep_rew_mean          | 25.3       |
|    success_rate         | 0.47       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 47         |
|    time_elapsed         | 779        |
|    total_timesteps      | 192512     |
| train/                  |            |
|    approx_kl            | 0.01115192 |
|    clip_fraction        | 0.103      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.96      |
|    explained_variance   | 0.459      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.79       |
|    n_updates            | 460        |
|    policy_gradient_loss | -0.00492   |
|    std                  | 0.909      |
|    value_loss           | 8.72       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 24.6        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 48          |
|    time_elapsed         | 796         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.017676454 |
|    clip_fraction        | 0.182       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.418       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.33        |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.91        |
|    value_loss           | 8.51        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 24.3        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 49          |
|    time_elapsed         | 813         |
|    total_timesteps      | 200704      |
| train/                  |             |
|    approx_kl            | 0.009345092 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.572       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.22        |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.00289    |
|    std                  | 0.909       |
|    value_loss           | 6.7         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 23.5        |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 50          |
|    time_elapsed         | 830         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.008949202 |
|    clip_fraction        | 0.0992      |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.748       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94        |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.00717    |
|    std                  | 0.914       |
|    value_loss           | 5.44        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 24.1        |
|    success_rate         | 0.35        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 51          |
|    time_elapsed         | 846         |
|    total_timesteps      | 208896      |
| train/                  |             |
|    approx_kl            | 0.013741996 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.97       |
|    explained_variance   | 0.662       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.72        |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.00616    |
|    std                  | 0.916       |
|    value_loss           | 7.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 24.6        |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 52          |
|    time_elapsed         | 863         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.012681535 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.669       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.5         |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.00883    |
|    std                  | 0.911       |
|    value_loss           | 6.93        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 25.1        |
|    success_rate         | 0.43        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 53          |
|    time_elapsed         | 879         |
|    total_timesteps      | 217088      |
| train/                  |             |
|    approx_kl            | 0.013271254 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.617       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.14        |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00716    |
|    std                  | 0.908       |
|    value_loss           | 7.43        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 25.1        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 54          |
|    time_elapsed         | 896         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.014138805 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.381       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.88        |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.00475    |
|    std                  | 0.902       |
|    value_loss           | 9.47        |
-----------------------------------------
[2026-05-14 07:57:21] N3FZ_TRAIN_HEARTBEAT config=block_projected steps=221880/500000 percent= 44.38% rate=   246.3 step/s eta=  18.82 min recent_reward=25.868
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 26.6        |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 55          |
|    time_elapsed         | 913         |
|    total_timesteps      | 225280      |
| train/                  |             |
|    approx_kl            | 0.013747434 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.92       |
|    explained_variance   | 0.59        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.52        |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00612    |
|    std                  | 0.897       |
|    value_loss           | 6.19        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 26.3        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 56          |
|    time_elapsed         | 929         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.012870509 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.595       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.21        |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.896       |
|    value_loss           | 7.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 25.8        |
|    success_rate         | 0.39        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 57          |
|    time_elapsed         | 946         |
|    total_timesteps      | 233472      |
| train/                  |             |
|    approx_kl            | 0.014439518 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.578       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.92        |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00725    |
|    std                  | 0.897       |
|    value_loss           | 6.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 25.8        |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 58          |
|    time_elapsed         | 962         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.014144905 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.704       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.79        |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.00659    |
|    std                  | 0.897       |
|    value_loss           | 7.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26.5        |
|    success_rate         | 0.43        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 59          |
|    time_elapsed         | 979         |
|    total_timesteps      | 241664      |
| train/                  |             |
|    approx_kl            | 0.014688734 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.92       |
|    explained_variance   | 0.632       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.62        |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.0073     |
|    std                  | 0.901       |
|    value_loss           | 9.19        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 26.5         |
|    success_rate         | 0.44         |
| time/                   |              |
|    fps                  | 246          |
|    iterations           | 60           |
|    time_elapsed         | 995          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0152820945 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.2          |
|    entropy_loss         | -3.92        |
|    explained_variance   | 0.657        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.34         |
|    n_updates            | 590          |
|    policy_gradient_loss | -0.00634     |
|    std                  | 0.897        |
|    value_loss           | 6.06         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26.1        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 61          |
|    time_elapsed         | 1012        |
|    total_timesteps      | 249856      |
| train/                  |             |
|    approx_kl            | 0.018643223 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.591       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.7         |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00472    |
|    std                  | 0.898       |
|    value_loss           | 8.52        |
-----------------------------------------
[2026-05-14 07:59:15] N3FZ_CHECKPOINT_SAVED step=250000 path=checkpoints/env_v2_gpsi_heada_ppo_n3p_block_projected_s0/checkpoint_250k.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 26.2        |
|    success_rate         | 0.41        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 62          |
|    time_elapsed         | 1029        |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.015214722 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.91       |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.88        |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.00567    |
|    std                  | 0.897       |
|    value_loss           | 6.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 26.2        |
|    success_rate         | 0.41        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 63          |
|    time_elapsed         | 1045        |
|    total_timesteps      | 258048      |
| train/                  |             |
|    approx_kl            | 0.016195577 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.92       |
|    explained_variance   | 0.73        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.33        |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.00207    |
|    std                  | 0.903       |
|    value_loss           | 5.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 28.3        |
|    success_rate         | 0.5         |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 64          |
|    time_elapsed         | 1062        |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.022031935 |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.588       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.31        |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.00874    |
|    std                  | 0.903       |
|    value_loss           | 8.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 26.5        |
|    success_rate         | 0.43        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 65          |
|    time_elapsed         | 1079        |
|    total_timesteps      | 266240      |
| train/                  |             |
|    approx_kl            | 0.016695214 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.508       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.68        |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0074     |
|    std                  | 0.909       |
|    value_loss           | 6.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26.9        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 66          |
|    time_elapsed         | 1095        |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.012542313 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.38        |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.00706    |
|    std                  | 0.91        |
|    value_loss           | 7.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26.2        |
|    success_rate         | 0.38        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 67          |
|    time_elapsed         | 1111        |
|    total_timesteps      | 274432      |
| train/                  |             |
|    approx_kl            | 0.011729078 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.682       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.99        |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.00582    |
|    std                  | 0.908       |
|    value_loss           | 6.15        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26.4        |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 68          |
|    time_elapsed         | 1128        |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.010640947 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.766       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.93        |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.00323    |
|    std                  | 0.903       |
|    value_loss           | 6.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 26.6        |
|    success_rate         | 0.42        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 69          |
|    time_elapsed         | 1145        |
|    total_timesteps      | 282624      |
| train/                  |             |
|    approx_kl            | 0.012079209 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.93       |
|    explained_variance   | 0.729       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.33        |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00347    |
|    std                  | 0.906       |
|    value_loss           | 6.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 26          |
|    success_rate         | 0.4         |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 70          |
|    time_elapsed         | 1161        |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.015008945 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.94       |
|    explained_variance   | 0.653       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.99        |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.00537    |
|    std                  | 0.907       |
|    value_loss           | 7.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 24.9        |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 71          |
|    time_elapsed         | 1178        |
|    total_timesteps      | 290816      |
| train/                  |             |
|    approx_kl            | 0.024529962 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.658       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.04        |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.00296    |
|    std                  | 0.909       |
|    value_loss           | 6.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 24.8        |
|    success_rate         | 0.36        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 72          |
|    time_elapsed         | 1194        |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.016260957 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.625       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.36        |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.00671    |
|    std                  | 0.91        |
|    value_loss           | 8.94        |
-----------------------------------------
[2026-05-14 08:02:21] N3FZ_TRAIN_HEARTBEAT config=block_projected steps=296152/500000 percent= 59.23% rate=   246.6 step/s eta=  13.78 min recent_reward=25.064
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 25.4        |
|    success_rate         | 0.39        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 73          |
|    time_elapsed         | 1211        |
|    total_timesteps      | 299008      |
| train/                  |             |
|    approx_kl            | 0.014550539 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.48        |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0042     |
|    std                  | 0.911       |
|    value_loss           | 8.6         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 112        |
|    ep_rew_mean          | 26.5       |
|    success_rate         | 0.44       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 74         |
|    time_elapsed         | 1227       |
|    total_timesteps      | 303104     |
| train/                  |            |
|    approx_kl            | 0.01720355 |
|    clip_fraction        | 0.142      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.96      |
|    explained_variance   | 0.615      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.31       |
|    n_updates            | 730        |
|    policy_gradient_loss | -0.00882   |
|    std                  | 0.915      |
|    value_loss           | 8.19       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 26.6        |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 75          |
|    time_elapsed         | 1244        |
|    total_timesteps      | 307200      |
| train/                  |             |
|    approx_kl            | 0.014015947 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.525       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.74        |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.00685    |
|    std                  | 0.913       |
|    value_loss           | 7.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 25.9        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 76          |
|    time_elapsed         | 1261        |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.016567262 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.672       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.26        |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.00943    |
|    std                  | 0.91        |
|    value_loss           | 5.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 25.7        |
|    success_rate         | 0.41        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 77          |
|    time_elapsed         | 1277        |
|    total_timesteps      | 315392      |
| train/                  |             |
|    approx_kl            | 0.015435139 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.616       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.45        |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.00605    |
|    std                  | 0.913       |
|    value_loss           | 7.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 27.8        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 78          |
|    time_elapsed         | 1294        |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.016240347 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.96       |
|    explained_variance   | 0.698       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.96        |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.00331    |
|    std                  | 0.91        |
|    value_loss           | 5.26        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 28.1        |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 79          |
|    time_elapsed         | 1310        |
|    total_timesteps      | 323584      |
| train/                  |             |
|    approx_kl            | 0.017321896 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.548       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.49        |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.00401    |
|    std                  | 0.907       |
|    value_loss           | 5.56        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 114        |
|    ep_rew_mean          | 28.3       |
|    success_rate         | 0.48       |
| time/                   |            |
|    fps                  | 246        |
|    iterations           | 80         |
|    time_elapsed         | 1327       |
|    total_timesteps      | 327680     |
| train/                  |            |
|    approx_kl            | 0.02432546 |
|    clip_fraction        | 0.156      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.94      |
|    explained_variance   | 0.625      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.77       |
|    n_updates            | 790        |
|    policy_gradient_loss | -0.00604   |
|    std                  | 0.913      |
|    value_loss           | 8.66       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 27.7        |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 81          |
|    time_elapsed         | 1343        |
|    total_timesteps      | 331776      |
| train/                  |             |
|    approx_kl            | 0.018103817 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.95       |
|    explained_variance   | 0.659       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.95        |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.00652    |
|    std                  | 0.911       |
|    value_loss           | 5.93        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 29.6        |
|    success_rate         | 0.54        |
| time/                   |             |
