[2026-05-08 08:46:09] CONFIG agg=attention seed=0 total_steps=750000 n_envs=16 device=cpu scenario=train_mixed_modes_v2_small_space use_rbar=False rbar_floor=0.0 hidden_dim=64 r_gate=5.0 lambda_ewma=0.1 sigma_min=0.05 run_name=small_space_wide_d2 method=attention_full_distance_penalty_wide_d2 resume_from=none resume_global_step=0 use_safety_cost=True cost_type=distance_warning fallback_penalty=True beta_cost=5.0 use_risk_bias=False lambda_bias=0.2
FALLBACK: cost-penalty, not PPO-Lagrangian.
Using cpu device
Logging to /root/workspace/uav-risk-rl/runs/pre_ppo_priority/p0_adaptation/small_space_wide_d2_s0/PPO_1
[2026-05-08 08:46:11] TRAIN_START total_steps=750000 start_num_timesteps=0
---------------------------------
| rollout/           |          |
|    time_elapsed         | 378         |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.035629854 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.15       |
|    explained_variance   | 0.293       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.431       |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00139     |
|    std                  | 0.69        |
|    value_loss           | 2.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 14          |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1686        |
|    iterations           | 40          |
|    time_elapsed         | 388         |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.027188601 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.14       |
|    explained_variance   | 0.328       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.22        |
|    n_updates            | 390         |
|    policy_gradient_loss | 0.000162    |
|    std                  | 0.69        |
|    value_loss           | 4.99        |
-----------------------------------------
[2026-05-08 08:52:47] HEARTBEAT steps=661680/750000 percent= 88.22% rate=  1673.5 step/s eta=   0.88 min
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.8       |
|    ep_rew_mean          | 13.2       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1685       |
|    iterations           | 41         |
|    time_elapsed         | 398        |
|    total_timesteps      | 671744     |
| train/                  |            |
|    approx_kl            | 0.03333573 |
|    clip_fraction        | 0.257      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.12      |
|    explained_variance   | 0.435      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.927      |
|    n_updates            | 400        |
|    policy_gradient_loss | -0.000218  |
|    std                  | 0.684      |
|    value_loss           | 2.32       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.9       |
|    ep_rew_mean          | 14.6       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1684       |
|    iterations           | 42         |
|    time_elapsed         | 408        |
|    total_timesteps      | 688128     |
| train/                  |            |
|    approx_kl            | 0.03821442 |
|    clip_fraction        | 0.288      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.09      |
|    explained_variance   | 0.407      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.49       |
|    n_updates            | 410        |
|    policy_gradient_loss | -0.000627  |
|    std                  | 0.676      |
|    value_loss           | 3.42       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 13.4        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1683        |
|    iterations           | 43          |
|    time_elapsed         | 418         |
|    total_timesteps      | 704512      |
| train/                  |             |
|    approx_kl            | 0.035465874 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.07       |
|    explained_variance   | 0.346       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.889       |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.000653   |
|    std                  | 0.672       |
|    value_loss           | 3.81        |
-----------------------------------------
[2026-05-08 08:53:17] HEARTBEAT steps=710464/750000 percent= 94.73% rate=  1670.2 step/s eta=   0.39 min
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 12.8        |
|    success_rate         | 1           |
| time/                   |             |
|    fps                  | 1681        |
|    iterations           | 44          |
|    time_elapsed         | 428         |
|    total_timesteps      | 720896      |
| train/                  |             |
|    approx_kl            | 0.035328176 |
|    clip_fraction        | 0.291       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.07       |
|    explained_variance   | 0.261       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.07        |
|    n_updates            | 430         |
|    policy_gradient_loss | 0.00387     |
|    std                  | 0.677       |
|    value_loss           | 3.78        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.4        |
|    ep_rew_mean          | 13.4        |
|    success_rate         | 0.99        |
| time/                   |             |
|    fps                  | 1681        |
|    iterations           | 45          |
|    time_elapsed         | 438         |
|    total_timesteps      | 737280      |
| train/                  |             |
|    approx_kl            | 0.032774515 |
|    clip_fraction        | 0.275       |
|    clip_range           | 0.2         |
|    entropy_loss         | -3.08       |
|    explained_variance   | 0.313       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.906       |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.00419     |
|    std                  | 0.679       |
|    value_loss           | 3.36        |
-----------------------------------------
[2026-05-08 08:53:39] CHECKPOINT_SAVED local_step=750000 global_step=750000 path=/root/workspace/uav-risk-rl/checkpoints/pre_ppo_priority/p0_adaptation/small_space_wide_d2_s0_step750000.zip
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 37.3       |
|    ep_rew_mean          | 13.2       |
|    success_rate         | 1          |
| time/                   |            |
|    fps                  | 1680       |
|    iterations           | 46         |
|    time_elapsed         | 448        |
|    total_timesteps      | 753664     |
| train/                  |            |
|    approx_kl            | 0.03134036 |
|    clip_fraction        | 0.268      |
|    clip_range           | 0.2        |
|    entropy_loss         | -3.08      |
|    explained_variance   | 0.422      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.54       |
|    n_updates            | 450        |
|    policy_gradient_loss | 0.00272    |
|    std                  | 0.675      |
|    value_loss           | 4.1        |
----------------------------------------
[2026-05-08 08:53:45] TRAIN_END elapsed=7.55 min local_steps=753664 model_num_timesteps=753664
[2026-05-08 08:53:45] SAVED model=/root/workspace/uav-risk-rl/checkpoints/pre_ppo_priority/p0_adaptation/small_space_wide_d2_s0_step750000.zip approx_updates=46
