[2026-05-14 02:56:54] START train_corrected_z2_full: python scripts/train_env_v2_gpsi_ppo_n3z2cf.py --config configs/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5.yaml --resume checkpoints/env_v2_gpsi_heada_ppo_n3z_layernorm_alpha0p5_s0/checkpoint_500k.zip --out-dir checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0 --parent-total-steps 500000 --additional-steps 1000000 --target-total-steps 1500000 --checkpoint-total-steps 750000 1000000 1250000 1500000 --seed 0 --n-envs 4 --device cpu --reset-num-timesteps false --heartbeat-seconds 300
[2026-05-14 02:57:00] N3Z2CF_TRAIN_CONFIG parent_total_steps=500000 additional_steps=1000000 target_total_steps=1500000 seed=0 n_envs=4 device=cpu resume=checkpoints/env_v2_gpsi_heada_ppo_n3z_layernorm_alpha0p5_s0/checkpoint_500k.zip out_dir=checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0 reset_num_timesteps=false
Logging to /root/workspace/uav-risk-rl/checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/tensorboard/PPO_0
[2026-05-14 02:57:02] N3Z2C_TRAIN_START config=z2_corrected_full additional_steps=1000000 parent_total_steps=500000 target_total_steps=1500000 start_num_timesteps=500000
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 28.7        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 55          |
|    time_elapsed         | 917         |
|    total_timesteps      | 725280      |
| train/                  |             |
|    approx_kl            | 0.017311146 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.519       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.35        |
|    n_updates            | 1760        |
|    policy_gradient_loss | -0.00832    |
|    std                  | 1.04        |
|    value_loss           | 9.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 27.4        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 56          |
|    time_elapsed         | 933         |
|    total_timesteps      | 729376      |
| train/                  |             |
|    approx_kl            | 0.016651258 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.33       |
|    explained_variance   | 0.485       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.9         |
|    n_updates            | 1770        |
|    policy_gradient_loss | -0.00425    |
|    std                  | 1.03        |
|    value_loss           | 6.64        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 57          |
|    time_elapsed         | 950         |
|    total_timesteps      | 733472      |
| train/                  |             |
|    approx_kl            | 0.022751838 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.33       |
|    explained_variance   | 0.565       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.71        |
|    n_updates            | 1780        |
|    policy_gradient_loss | -0.00592    |
|    std                  | 1.04        |
|    value_loss           | 7.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 28.6        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 58          |
|    time_elapsed         | 967         |
|    total_timesteps      | 737568      |
| train/                  |             |
|    approx_kl            | 0.013988986 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.35       |
|    explained_variance   | 0.653       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.46        |
|    n_updates            | 1790        |
|    policy_gradient_loss | -0.00772    |
|    std                  | 1.04        |
|    value_loss           | 6.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 125         |
|    ep_rew_mean          | 29.5        |
|    success_rate         | 0.54        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 59          |
|    time_elapsed         | 983         |
|    total_timesteps      | 741664      |
| train/                  |             |
|    approx_kl            | 0.011700759 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.35       |
|    explained_variance   | 0.643       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.04        |
|    n_updates            | 1800        |
|    policy_gradient_loss | -0.00594    |
|    std                  | 1.05        |
|    value_loss           | 6.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 30.8        |
|    success_rate         | 0.6         |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 60          |
|    time_elapsed         | 1000        |
|    total_timesteps      | 745760      |
| train/                  |             |
|    approx_kl            | 0.015572656 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.35       |
|    explained_variance   | 0.604       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.52        |
|    n_updates            | 1810        |
|    policy_gradient_loss | -0.00504    |
|    std                  | 1.04        |
|    value_loss           | 5.16        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 31.6        |
|    success_rate         | 0.63        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 61          |
|    time_elapsed         | 1017        |
|    total_timesteps      | 749856      |
| train/                  |             |
|    approx_kl            | 0.016173493 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.34       |
|    explained_variance   | 0.582       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.23        |
|    n_updates            | 1820        |
|    policy_gradient_loss | -0.00844    |
|    std                  | 1.04        |
|    value_loss           | 4.1         |
-----------------------------------------
[2026-05-14 03:14:02] N3Z2C_CHECKPOINT_SAVED total_step=750000 local_step=250000 path=checkpoints/env_v2_gpsi_heada_ppo_n3z2cf_layernorm_alpha0p5_s0/checkpoint_750k.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 31.1        |
|    success_rate         | 0.61        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 62          |
|    time_elapsed         | 1034        |
|    total_timesteps      | 753952      |
| train/                  |             |
|    approx_kl            | 0.016198834 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.33       |
|    explained_variance   | 0.525       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.1         |
|    n_updates            | 1830        |
|    policy_gradient_loss | -0.00786    |
|    std                  | 1.04        |
|    value_loss           | 6.55        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 30.8        |
|    success_rate         | 0.6         |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 63          |
|    time_elapsed         | 1051        |
|    total_timesteps      | 758048      |
| train/                  |             |
|    approx_kl            | 0.012818384 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.35       |
|    explained_variance   | 0.531       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.42        |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.00966    |
|    std                  | 1.05        |
|    value_loss           | 8.06        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 30          |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 64          |
|    time_elapsed         | 1068        |
|    total_timesteps      | 762144      |
| train/                  |             |
|    approx_kl            | 0.014788248 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.38       |
|    explained_variance   | 0.614       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94        |
|    n_updates            | 1850        |
|    policy_gradient_loss | -0.00466    |
|    std                  | 1.05        |
|    value_loss           | 5.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 30          |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 65          |
|    time_elapsed         | 1084        |
|    total_timesteps      | 766240      |
| train/                  |             |
|    approx_kl            | 0.011775527 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.38       |
|    explained_variance   | 0.582       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.88        |
|    n_updates            | 1860        |
|    policy_gradient_loss | -0.0062     |
|    std                  | 1.05        |
|    value_loss           | 7.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 66          |
|    time_elapsed         | 1101        |
|    total_timesteps      | 770336      |
| train/                  |             |
|    approx_kl            | 0.015523271 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.38       |
|    explained_variance   | 0.67        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.89        |
|    n_updates            | 1870        |
|    policy_gradient_loss | -0.00803    |
|    std                  | 1.05        |
|    value_loss           | 6.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 29.1        |
|    success_rate         | 0.53        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 67          |
|    time_elapsed         | 1118        |
|    total_timesteps      | 774432      |
| train/                  |             |
|    approx_kl            | 0.013382625 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.37       |
|    explained_variance   | 0.634       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.11        |
|    n_updates            | 1880        |
|    policy_gradient_loss | -0.00785    |
|    std                  | 1.05        |
|    value_loss           | 6.6         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 125         |
|    ep_rew_mean          | 28.7        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 68          |
|    time_elapsed         | 1135        |
|    total_timesteps      | 778528      |
| train/                  |             |
|    approx_kl            | 0.013466167 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.36       |
|    explained_variance   | 0.608       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.7         |
|    n_updates            | 1890        |
|    policy_gradient_loss | -0.0102     |
|    std                  | 1.04        |
|    value_loss           | 8.56        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | 28.9         |
|    success_rate         | 0.51         |
| time/                   |              |
|    fps                  | 245          |
|    iterations           | 69           |
|    time_elapsed         | 1152         |
|    total_timesteps      | 782624       |
| train/                  |              |
|    approx_kl            | 0.0129128145 |
|    clip_fraction        | 0.121        |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.35        |
|    explained_variance   | 0.732        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.68         |
|    n_updates            | 1900         |
|    policy_gradient_loss | -0.00542     |
|    std                  | 1.04         |
|    value_loss           | 4.9          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 125         |
|    ep_rew_mean          | 29.3        |
|    success_rate         | 0.52        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 70          |
|    time_elapsed         | 1169        |
|    total_timesteps      | 786720      |
| train/                  |             |
|    approx_kl            | 0.015456019 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.36       |
|    explained_variance   | 0.664       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.5         |
|    n_updates            | 1910        |
|    policy_gradient_loss | -0.00896    |
|    std                  | 1.05        |
|    value_loss           | 5.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 30.4        |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 71          |
|    time_elapsed         | 1186        |
|    total_timesteps      | 790816      |
| train/                  |             |
|    approx_kl            | 0.017868876 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.39       |
|    explained_variance   | 0.657       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.02        |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.00771    |
|    std                  | 1.06        |
|    value_loss           | 5.5         |
-----------------------------------------
[2026-05-14 03:17:05] N3Z2C_TRAIN_HEARTBEAT config=z2_corrected_full local_steps=294748/1000000 total_steps=794748/1500000 percent= 29.47% rate=   245.1 step/s eta=  47.96 min recent_reward=29.982
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 30.2        |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 72          |
|    time_elapsed         | 1203        |
|    total_timesteps      | 794912      |
| train/                  |             |
|    approx_kl            | 0.024721317 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.4        |
|    explained_variance   | 0.529       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.06        |
|    n_updates            | 1930        |
|    policy_gradient_loss | -0.00162    |
|    std                  | 1.06        |
|    value_loss           | 6           |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 115       |
|    ep_rew_mean          | 29        |
|    success_rate         | 0.55      |
| time/                   |           |
|    fps                  | 245       |
|    iterations           | 73        |
|    time_elapsed         | 1220      |
|    total_timesteps      | 799008    |
| train/                  |           |
|    approx_kl            | 0.0114711 |
|    clip_fraction        | 0.127     |
|    clip_range           | 0.2       |
|    entropy_loss         | -4.4      |
|    explained_variance   | 0.5       |
|    learning_rate        | 0.0003    |
|    loss                 | 3.37      |
|    n_updates            | 1940      |
|    policy_gradient_loss | -0.00544  |
|    std                  | 1.06      |
|    value_loss           | 8.43      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 27.6        |
|    success_rate         | 0.5         |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 74          |
|    time_elapsed         | 1236        |
|    total_timesteps      | 803104      |
| train/                  |             |
|    approx_kl            | 0.017968388 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.41       |
|    explained_variance   | 0.493       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.47        |
|    n_updates            | 1950        |
|    policy_gradient_loss | -0.00837    |
|    std                  | 1.07        |
|    value_loss           | 8.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 28.4        |
|    success_rate         | 0.53        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 75          |
|    time_elapsed         | 1253        |
|    total_timesteps      | 807200      |
| train/                  |             |
|    approx_kl            | 0.014459871 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.41       |
|    explained_variance   | 0.538       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.15        |
|    n_updates            | 1960        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 1.06        |
|    value_loss           | 8.14        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 115        |
|    ep_rew_mean          | 27.7       |
|    success_rate         | 0.5        |
| time/                   |            |
|    fps                  | 245        |
|    iterations           | 76         |
|    time_elapsed         | 1270       |
|    total_timesteps      | 811296     |
| train/                  |            |
|    approx_kl            | 0.01151208 |
|    clip_fraction        | 0.111      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.41      |
|    explained_variance   | 0.535      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.99       |
|    n_updates            | 1970       |
|    policy_gradient_loss | -0.00829   |
|    std                  | 1.06       |
|    value_loss           | 7.55       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 27.7        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 77          |
|    time_elapsed         | 1287        |
|    total_timesteps      | 815392      |
| train/                  |             |
|    approx_kl            | 0.010720879 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.41       |
|    explained_variance   | 0.551       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.12        |
|    n_updates            | 1980        |
|    policy_gradient_loss | -0.0062     |
|    std                  | 1.06        |
|    value_loss           | 8.8         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | 28.2       |
|    success_rate         | 0.54       |
| time/                   |            |
|    fps                  | 244        |
|    iterations           | 78         |
|    time_elapsed         | 1304       |
|    total_timesteps      | 819488     |
| train/                  |            |
|    approx_kl            | 0.01805632 |
|    clip_fraction        | 0.171      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.43      |
|    explained_variance   | 0.434      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.92       |
|    n_updates            | 1990       |
|    policy_gradient_loss | -0.00865   |
|    std                  | 1.07       |
|    value_loss           | 7.95       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 28.2        |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 79          |
|    time_elapsed         | 1320        |
|    total_timesteps      | 823584      |
| train/                  |             |
|    approx_kl            | 0.017443217 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.45       |
|    explained_variance   | 0.52        |
|    learning_rate        | 0.0003      |
|    loss                 | 3.18        |
|    n_updates            | 2000        |
|    policy_gradient_loss | -0.00636    |
|    std                  | 1.08        |
|    value_loss           | 7.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 29.5        |
|    success_rate         | 0.57        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 80          |
|    time_elapsed         | 1337        |
|    total_timesteps      | 827680      |
| train/                  |             |
|    approx_kl            | 0.017182697 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.46       |
|    explained_variance   | 0.542       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.54        |
|    n_updates            | 2010        |
|    policy_gradient_loss | -0.0064     |
|    std                  | 1.08        |
|    value_loss           | 6.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 29.4        |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 81          |
|    time_elapsed         | 1353        |
|    total_timesteps      | 831776      |
| train/                  |             |
|    approx_kl            | 0.015060953 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.48       |
|    explained_variance   | 0.583       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.74        |
|    n_updates            | 2020        |
|    policy_gradient_loss | -0.00801    |
|    std                  | 1.09        |
|    value_loss           | 5.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 27.9        |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 82          |
|    time_elapsed         | 1370        |
|    total_timesteps      | 835872      |
| train/                  |             |
|    approx_kl            | 0.021010987 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.49       |
|    explained_variance   | 0.525       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.99        |
|    n_updates            | 2030        |
|    policy_gradient_loss | -0.00491    |
|    std                  | 1.09        |
|    value_loss           | 7.16        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 27.9        |
|    success_rate         | 0.52        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 83          |
|    time_elapsed         | 1387        |
|    total_timesteps      | 839968      |
| train/                  |             |
|    approx_kl            | 0.022264007 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.49       |
|    explained_variance   | 0.527       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.48        |
|    n_updates            | 2040        |
|    policy_gradient_loss | 0.0013      |
|    std                  | 1.1         |
|    value_loss           | 9.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 28          |
|    success_rate         | 0.51        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 84          |
|    time_elapsed         | 1403        |
|    total_timesteps      | 844064      |
| train/                  |             |
|    approx_kl            | 0.012569604 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.5        |
|    explained_variance   | 0.642       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.45        |
|    n_updates            | 2050        |
|    policy_gradient_loss | -0.00452    |
|    std                  | 1.1         |
|    value_loss           | 6.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 29.1        |
|    success_rate         | 0.57        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 85          |
|    time_elapsed         | 1420        |
|    total_timesteps      | 848160      |
| train/                  |             |
|    approx_kl            | 0.018863373 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.51       |
|    explained_variance   | 0.553       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.26        |
|    n_updates            | 2060        |
|    policy_gradient_loss | -0.0101     |
|    std                  | 1.1         |
|    value_loss           | 7.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 26.4        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 86          |
|    time_elapsed         | 1436        |
|    total_timesteps      | 852256      |
| train/                  |             |
|    approx_kl            | 0.018182553 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.5        |
|    explained_variance   | 0.507       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.45        |
|    n_updates            | 2070        |
|    policy_gradient_loss | -0.00646    |
|    std                  | 1.09        |
|    value_loss           | 8.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | 25.7        |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 87          |
|    time_elapsed         | 1453        |
|    total_timesteps      | 856352      |
| train/                  |             |
|    approx_kl            | 0.014119418 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.5        |
|    explained_variance   | 0.567       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.77        |
|    n_updates            | 2080        |
|    policy_gradient_loss | -0.00449    |
|    std                  | 1.1         |
|    value_loss           | 9.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 26.4        |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 88          |
|    time_elapsed         | 1470        |
|    total_timesteps      | 860448      |
| train/                  |             |
|    approx_kl            | 0.015252963 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.5        |
|    explained_variance   | 0.563       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.57        |
|    n_updates            | 2090        |
|    policy_gradient_loss | -0.00918    |
|    std                  | 1.1         |
|    value_loss           | 8.94        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 114        |
|    ep_rew_mean          | 27.9       |
|    success_rate         | 0.51       |
| time/                   |            |
|    fps                  | 245        |
|    iterations           | 89         |
|    time_elapsed         | 1487       |
|    total_timesteps      | 864544     |
| train/                  |            |
|    approx_kl            | 0.02148512 |
|    clip_fraction        | 0.221      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.49      |
|    explained_variance   | 0.472      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.24       |
|    n_updates            | 2100       |
|    policy_gradient_loss | -0.00503   |
|    std                  | 1.09       |
|    value_loss           | 8.62       |
----------------------------------------
[2026-05-14 03:22:05] N3Z2C_TRAIN_HEARTBEAT config=z2_corrected_full local_steps=368252/1000000 total_steps=868252/1500000 percent= 36.83% rate=   245.1 step/s eta=  42.96 min recent_reward=28.875
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 27.2        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 90          |
|    time_elapsed         | 1503        |
|    total_timesteps      | 868640      |
| train/                  |             |
|    approx_kl            | 0.011525739 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.5        |
|    explained_variance   | 0.517       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.12        |
|    n_updates            | 2110        |
|    policy_gradient_loss | -0.00633    |
|    std                  | 1.1         |
|    value_loss           | 8.73        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 26.9        |
|    success_rate         | 0.45        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 91          |
|    time_elapsed         | 1520        |
|    total_timesteps      | 872736      |
| train/                  |             |
|    approx_kl            | 0.011528597 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.5        |
|    explained_variance   | 0.66        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.53        |
|    n_updates            | 2120        |
|    policy_gradient_loss | -0.00654    |
|    std                  | 1.1         |
|    value_loss           | 6.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 28.3        |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 92          |
|    time_elapsed         | 1537        |
|    total_timesteps      | 876832      |
| train/                  |             |
|    approx_kl            | 0.018668216 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.51       |
|    explained_variance   | 0.597       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.2         |
|    n_updates            | 2130        |
|    policy_gradient_loss | -0.00416    |
|    std                  | 1.1         |
|    value_loss           | 9.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 27.4        |
|    success_rate         | 0.47        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 93          |
|    time_elapsed         | 1553        |
|    total_timesteps      | 880928      |
| train/                  |             |
|    approx_kl            | 0.016440101 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.51       |
|    explained_variance   | 0.585       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.37        |
|    n_updates            | 2140        |
|    policy_gradient_loss | -0.00835    |
|    std                  | 1.1         |
|    value_loss           | 5.94        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 118        |
|    ep_rew_mean          | 27.5       |
|    success_rate         | 0.47       |
| time/                   |            |
|    fps                  | 245        |
|    iterations           | 94         |
|    time_elapsed         | 1570       |
|    total_timesteps      | 885024     |
| train/                  |            |
|    approx_kl            | 0.01760111 |
|    clip_fraction        | 0.167      |
|    clip_range           | 0.2        |
|    entropy_loss         | -4.52      |
|    explained_variance   | 0.607      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.15       |
